ID,4Q,annotator,id
Q3_Ie5koh4qvJc_25,3,C,592
Q3_Ie5koh4qvJc_29,3,C,593
Q3_Ie5koh4qvJc_3,3,C,594
Q3_Ie5koh4qvJc_5,3,C,595
Q3_Ie5koh4qvJc_8,3,C,596
Q3_ItGNJM6skM4_0,3,C,597
Q3_JNzqL24ZcZ8_0,3,C,598
Q3_JNzqL24ZcZ8_1,3,C,599
Q3_JNzqL24ZcZ8_2,3,C,600
Q3_JT1XJnVmABo_1,3,C,601
Q3_K84TcgjCRt4_0,3,C,602
Q3_K84TcgjCRt4_1,3,C,603
Q3_K84TcgjCRt4_2,3,C,604
Q3_MbvPxCUMSek_0,3,B,605
Q3_MbvPxCUMSek_1,3,B,606
Q3_MbvPxCUMSek_2,3,B,607
Q3_NTI9ode6bRk_0,3,C,608
Q3_NTI9ode6bRk_1,3,C,609
Q3_OO7zYVeK814_0,3,C,610
Q3_OO7zYVeK814_1,3,C,611
Q3_OO7zYVeK814_2,3,C,612
Q3_Oku8sIpTMAE_0,3,B,613
Q3_Oku8sIpTMAE_1,3,B,614
Q3_Oku8sIpTMAE_2,3,B,615
Q3_Oku8sIpTMAE_3,3,B,616
Q3_Oku8sIpTMAE_4,3,B,617
Q3_P-We4q3goKU_0,3,C,618
Q3_PLfFWFZflQU_0,3,C,619
Q3_PLfFWFZflQU_1,3,C,620
Q3_PXOWy7NiZhk_0,3,C,621
Q3_PXOWy7NiZhk_1,3,C,622
Q3_QJlnTN7HRwE_0,3,C,623
Q3_QJlnTN7HRwE_1,3,C,624
Q3_QJlnTN7HRwE_2,3,C,625
Q3_QJlnTN7HRwE_3,3,C,626
Q3_REq37pDAm3A_0,3,B,627
Q3_REq37pDAm3A_1,3,B,628
Q3_REq37pDAm3A_3,3,B,629
Q3_REq37pDAm3A_4,3,B,630
Q3_RL_cmmNVLfs_0,3,C,631
Q3_RiQMuhk_SuQ_0,3,C,632
Q3_S1T3UF1vhSk_0,3,B,633
Q3_TYkTOwBfFB8_0,3,C,634
Q3_TYkTOwBfFB8_1,3,C,635
Q3_TonQX8XbvX8_0,3,C,636
Q3_TonQX8XbvX8_1,3,C,637
Q3_TonQX8XbvX8_2,3,C,638
Q3_TonQX8XbvX8_3,3,C,639
Q3_UE0y8MHqT-g_0,3,C,640
Q3_UJcnNfeCN1c_0,3,C,641
Q3_UuLTvhERcnk_0,3,C,642
Q3_UuLTvhERcnk_1,3,C,643
Q3_VrWAZLRdQO8_0,3,C,644
Q3_VrWAZLRdQO8_1,3,C,645
Q3_X1p8xcarVu0_0,3,C,646
Q3_X1p8xcarVu0_1,3,C,647
Q3_X1p8xcarVu0_2,3,C,648
Q3_X1p8xcarVu0_3,3,C,649
Q3_ZvD8QSO7NPw_0,3,C,650
Q3_ZvD8QSO7NPw_1,3,C,651
Q3_ZvD8QSO7NPw_2,3,C,652
Q3__S991V8N-8s_0,3,C,653
Q3__vZOEQCYSaY_0,3,C,654
Q3__vZOEQCYSaY_2,3,C,655
Q3_bbU31JLtlug_0,3,C,656
Q3_bbU31JLtlug_1,3,C,657
Q3_bfopzItCYrE_0,3,C,658
Q3_c6CwY8Gbw0c_0,3,C,659
Q3_c6CwY8Gbw0c_1,3,C,660
Q3_c6CwY8Gbw0c_2,3,C,661
Q3_c6CwY8Gbw0c_3,3,C,662
Q3_c6CwY8Gbw0c_4,3,C,663
Q3_cCfEDTkuMvg_0,3,C,664
Q3_dCoUuknChhE_0,3,C,665
Q3_egYSmNuIFGk_1,3,B,666
Q3_egYSmNuIFGk_2,3,B,667
Q3_epMOLn5Axw0_0,3,C,668
Q3_f0NbGeyJYms_0,3,C,669
Q3_fnqb8zqHqdY_0,3,C,670
Q3_fnqb8zqHqdY_1,3,C,671
Q3_fnqb8zqHqdY_2,3,C,672
Q3_fuCxYrru2S4_0,3,C,673
Q3_g-yM0Lsp4lc_0,3,C,674
Q3_g-yM0Lsp4lc_1,3,C,675
Q3_gvWDOIiocuE_0,3,C,676
Q3_gvWDOIiocuE_2,3,C,677
Q3_iRu9KQvbtVw_0,3,C,678
Q3_ii1Jw1-7Ka4_0,3,C,679
Q3_ii1Jw1-7Ka4_1,3,C,680
Q3_ii1Jw1-7Ka4_2,3,C,681
Q3_ijfxkQPAQdE_0,3,C,682
Q3_ilCcZpD39HU_0,3,C,683
Q3_ilCcZpD39HU_1,3,C,684
Q3_ilCcZpD39HU_2,3,C,685
Q3_ilCcZpD39HU_3,3,C,686
Q3_ilCcZpD39HU_4,3,C,687
Q3_iwxwLEvqeD8_0,3,C,688
Q3_jTPXwbDtIpA_0,3,C,689
Q3_kDGmND1BgmA_0,3,C,690
Q3_kDGmND1BgmA_1,3,C,691
Q3_kopwU6zpS4k_0,3,C,692
Q3_ldCQ6N9G6Mk_2,3,C,693
Q3_ldCQ6N9G6Mk_3,3,C,694
Q3_ldCQ6N9G6Mk_4,3,C,695
Q3_ltxNPJda7zE_2,3,B,696
Q3_nBIls0laAAU_0,3,C,697
Q3_nBIls0laAAU_1,3,C,698
Q3_nBIls0laAAU_2,3,C,699
Q3_nBao46YGZDg_0,3,C,700
Q3_nFunbdBrukY_0,3,C,701
Q3_p2qihp_PnLY_0,3,C,702
Q3_p2qihp_PnLY_1,3,C,703
Q3_pbVGv_g4n50_0,3,C,704
Q3_qRceKZtwRWA_1,3,C,705
Q3_qlbazHayULg_13,3,C,706
Q3_qlbazHayULg_3,3,C,707
Q3_qlbazHayULg_9,3,C,708
Q3_rEz0D3VohFA_0,3,C,709
Q3_rrD7XMtPs0Q_0,3,C,710
Q3_tLmXAWfbGqs_0,3,C,711
Q3_tfuul78deOs_0,3,C,712
Q3_tfuul78deOs_1,3,C,713
Q3_tw_lArYiHTo_0,3,C,714
Q3_uj3Gif77SYM_0,3,C,715
Q3_uj3Gif77SYM_1,3,C,716
Q3_uj3Gif77SYM_2,3,C,717
Q3_uj3Gif77SYM_3,3,C,718
Q3_uj3Gif77SYM_4,3,C,719
Q3_uj3Gif77SYM_5,3,C,720
Q3_uj3Gif77SYM_6,3,C,721
Q3_uj3Gif77SYM_7,3,C,722
Q3_uj3Gif77SYM_8,3,C,723
Q3_v2an-9szi8M_0,3,C,724
Q3_vVTP0DOL_2Q_0,3,C,725
Q3_vVTP0DOL_2Q_1,3,C,726
Q3_vVTP0DOL_2Q_2,3,C,727
Q3_vVTP0DOL_2Q_3,3,C,728
Q3_veG92Oi-DlU_0,3,C,729
Q3_veG92Oi-DlU_1,3,C,730
Q3_veG92Oi-DlU_2,3,C,731
Q3_wS0RzrBL9UI_0,3,C,732
Q3_wS0RzrBL9UI_1,3,C,733
Q3_wS0RzrBL9UI_2,3,C,734
Q3_wfXSdMsd4q8_0,3,B,735
Q3_wfXSdMsd4q8_1,3,B,736
Q3_wfXSdMsd4q8_2,3,B,737
Q3_wfXSdMsd4q8_3,3,B,738
Q3_wfXSdMsd4q8_4,3,B,739
Q3_wlOa1jkTn_U_0,3,C,740
Q3_wlOa1jkTn_U_1,3,C,741
Q3_wlOa1jkTn_U_2,3,C,742
Q3_wqc8iqbDsGM_0,3,B,743
Q3_wqc8iqbDsGM_1,3,B,744
Q3_wqc8iqbDsGM_2,3,B,745
Q3_wqc8iqbDsGM_3,3,B,746
Q3_wqc8iqbDsGM_4,3,B,747
Q3_wxXpvnmq_-E_0,3,C,748
Q3_wxXpvnmq_-E_1,3,C,749
Q3_wxXpvnmq_-E_2,3,C,750
Q3_x4B0raxVODA_0,3,C,751
Q3_x4B0raxVODA_1,3,C,752
Q3_x4B0raxVODA_2,3,C,753
Q3_x4B0raxVODA_3,3,C,754
Q3_xIsvaT20pZ0_0,3,C,755
Q3_xIsvaT20pZ0_1,3,C,756
Q3_xYZ8n8ULaNo_0,3,C,757
Q3_xYZ8n8ULaNo_1,3,C,758
Q3_yZGBxiNPu3k_1,3,C,759
Q3_yZGBxiNPu3k_2,3,C,760
Q3_zMa78n8ULtE_0,3,C,761
Q3_zMa78n8ULtE_1,3,C,762
Q3_zjr_-ql5Avk_0,3,B,763
Q3_zjr_-ql5Avk_1,3,B,764
Q3_zjr_-ql5Avk_2,3,B,765
Q3_zvWX_dwQPtU_0,3,C,766
Q3_zvWX_dwQPtU_1,3,C,767
Q3_zvWX_dwQPtU_2,3,C,768
Q4_--2B4d4lQhs_3,4,C,769
Q4_-_FjI4bT2Wo_0,4,C,770
Q4_-_FjI4bT2Wo_1,4,C,771
Q4_-_FjI4bT2Wo_2,4,C,772
Q4_0c2dTJTDUR4_1,4,C,773
Q4_12tDlCQVRtA_0,4,C,774
Q4_12tDlCQVRtA_1,4,C,775
Q4_12tDlCQVRtA_2,4,C,776
Q4_170KC2CbJ7Y_0,4,C,777
Q4_170KC2CbJ7Y_1,4,C,778
Q4_1A9Hh2GrDTs_0,4,C,779
Q4_1Qc15G0ZHIg_0,4,C,780
Q4_1fdxsFbnsX4_0,4,C,781
Q4_1fdxsFbnsX4_1,4,C,782
Q4_1vjy9oMFa8c_0,4,C,783
Q4_1vjy9oMFa8c_1,4,C,784
Q4_1vjy9oMFa8c_3,4,C,785
Q4_22S3w4idugs_0,4,C,786
Q4_2Z9SjI131jA_5,4,C,787
Q4_2Z9SjI131jA_6,4,C,788
Q4_2w5XkAt_3WU_0,4,C,789
Q4_3As1t6JySDE_0,4,C,790
Q4_3N2G21U7guk_0,4,C,791
Q4_3N2G21U7guk_1,4,C,792
Q4_3N2G21U7guk_2,4,C,793
Q4_3N2G21U7guk_4,4,C,794
Q4_3TYeU9idRGI_0,4,C,795
Q4_3TYeU9idRGI_1,4,C,796
Q4_5DqIntcmdRI_0,4,C,797
Q4_5DqIntcmdRI_1,4,C,798
Q4_5J_zI7QE9W8_0,4,C,799
Q4_5J_zI7QE9W8_1,4,C,800
Q4_5J_zI7QE9W8_2,4,C,801
Q4_5Ju9q1N2x0E_0,4,C,802
Q4_5Ju9q1N2x0E_1,4,C,803
Q4_61EA0xRX8gE_2,4,C,804
Q4_6kRPHamGDSo_2,4,C,805
Q4_6oLmO9ZSJt0_0,4,C,806
Q4_6oLmO9ZSJt0_1,4,C,807
Q4_7gifuoofgpk_0,4,C,808
Q4_7gifuoofgpk_1,4,C,809
Q4_7yW9c7t8Hq0_0,4,C,810
Q4_8TYY0qG-KOw_0,4,C,811
Q4_9eMxCs-LXCE_0,4,C,812
Q4_9eMxCs-LXCE_1,4,C,813
Q4_9eMxCs-LXCE_2,4,C,814
Q4_9v2WSpn4FCw_9,4,C,815
Q4_ADJ_PDauy-g_0,4,C,816
Q4_ADJ_PDauy-g_1,4,C,817
Q4_ADJ_PDauy-g_2,4,C,818
Q4_AjN_5CdVUdw_0,4,C,819
Q4_B3aRl8iTEKw_0,4,C,820
Q4_B3aRl8iTEKw_1,4,C,821
Q4_BIRDDxz0E4c_1,4,C,822
Q4_BaHHHgDd0BU_0,4,C,823
Q4_BaHHHgDd0BU_1,4,C,824
Q4_Cir1kZyB7QM_0,4,C,825
Q4_Cir1kZyB7QM_1,4,C,826
Q4_CkjAksZstEA_0,4,C,827
Q4_CkjAksZstEA_1,4,C,828
Q4_DX1IK3z1w10_0,4,C,829
Q4_DvIH5yUrboc_0,4,C,830
Q4_DvIH5yUrboc_1,4,C,831
Q4_DvIH5yUrboc_2,4,C,832
Q4_Dw7M69CidJ8_0,4,C,833
Q4_Dw7M69CidJ8_1,4,C,834
Q4_Dw7M69CidJ8_2,4,C,835
Q4_Dw7M69CidJ8_3,4,C,836
Q4_E5qEloUO3SM_0,4,C,837
Q4_E6MARl3zjnQ_0,4,C,838
Q4_FSzOgraSKhs_0,4,C,839
Q4_FSzOgraSKhs_1,4,C,840
Q4_FoTXpYZXxJs_0,4,C,841
Q4_FoTXpYZXxJs_1,4,C,842
Q4_FyK_c-TIcCA_0,4,C,843
Q4_FyK_c-TIcCA_1,4,C,844
Q4_FyK_c-TIcCA_2,4,C,845
Q4_GAvPwG2wYZM_0,4,C,846
Q4_GAvPwG2wYZM_1,4,C,847
Q4_GbUV3TXUzeQ_0,4,C,848
Q4_Gcbk0GPT3-g_0,4,C,849
Q4_Gcbk0GPT3-g_1,4,C,850
Q4_HQ8ISDX6PiI_0,4,C,851
Q4_HQ8ISDX6PiI_1,4,C,852
Q4_HYVmgq5Y93g_0,4,C,853
Q4_HYVmgq5Y93g_1,4,C,854
Q4_HYVmgq5Y93g_2,4,C,855
Q4_Hwd6l9jK7bo_0,4,C,856
Q4_Hwd6l9jK7bo_1,4,C,857
Q4_I2MrA-o5H8I_0,4,C,858
Q4_I2MrA-o5H8I_1,4,C,859
Q4_I2MrA-o5H8I_2,4,C,860
Q4_Ie5koh4qvJc_1,4,C,861
Q4_Ie5koh4qvJc_16,4,C,862
Q4_Ie5koh4qvJc_17,4,C,863
Q4_Ie5koh4qvJc_20,4,C,864
Q4_Ie5koh4qvJc_21,4,C,865
Q4_Ie5koh4qvJc_27,4,C,866
Q4_Ie5koh4qvJc_28,4,C,867
Q4_Ie5koh4qvJc_31,4,C,868
Q4_Ie5koh4qvJc_32,4,C,869
Q4_Ie5koh4qvJc_4,4,C,870
Q4_IgpNyJVWcBo_0,4,C,871
Q4_J6X3rVU1H-c_0,4,C,872
Q4_JP3QKZlyQz4_0,4,C,873
Q4_JP3QKZlyQz4_1,4,C,874
Q4_JP3QKZlyQz4_2,4,C,875
Q4_JT1XJnVmABo_0,4,C,876
Q4_JT1XJnVmABo_1,4,C,877
Q4_JT1XJnVmABo_2,4,C,878
Q4_JxSU49jFKwM_0,4,C,879
Q4_JxSU49jFKwM_1,4,C,880
Q4_KRlAez34QfE_0,4,C,881
Q4_KRlAez34QfE_1,4,C,882
Q4_KRlAez34QfE_2,4,C,883
Q4_KxlqB3j0zys_2,4,C,884
Q4_KxlqB3j0zys_3,4,C,885
Q4_KxlqB3j0zys_4,4,C,886
Q4_MT2_mXn-vGU_0,4,C,887
Q4_MT2_mXn-vGU_1,4,C,888
Q4_MT2_mXn-vGU_2,4,C,889
Q4_NP0lwB-_-og_0,4,C,890
Q4_NzJjMGJg1wE_0,4,C,891
Q4_OUb9uaOlWAM_0,4,C,892
Q4_OgkB7PfqWzA_0,4,C,893
Q4_OgkB7PfqWzA_1,4,C,894
Q4_OoxI6k0Qsno_0,4,C,895
Q4_OoxI6k0Qsno_1,4,C,896
Q4_OyaY4213c2A_0,4,C,897
Q4_OyaY4213c2A_1,4,C,898
Q4_PK8YIUaV3Xw_0,4,C,899
Q4_PK8YIUaV3Xw_1,4,C,900
Q4_PZN7XLKzLDI_1,4,C,901
Q4_Q49PWE0RJLY_0,4,C,902
Q4_Q49PWE0RJLY_1,4,C,903
Q4_QBJ6YYYpIyk_0,4,C,904
Q4_T92R7xjce34_0,4,C,905
Q4_TOXg4-ZGb-g_0,4,C,906
Q4_TOXg4-ZGb-g_1,4,C,907
Q4_TOXg4-ZGb-g_2,4,C,908
Q4_Tc684nD8CEA_0,4,C,909
Q4_Tc684nD8CEA_1,4,C,910
Q4_Tc684nD8CEA_2,4,C,911
Q4_Tc684nD8CEA_3,4,C,912
Q4_Tc684nD8CEA_4,4,C,913
Q4_TcFVq0leii4_0,4,C,914
Q4_Tjno89OVuRI_0,4,C,915
Q4_Tjno89OVuRI_1,4,C,916
Q4_UaYYMRkHMYc_0,4,C,917
Q4_UaYYMRkHMYc_1,4,C,918
Q4_UaYYMRkHMYc_2,4,C,919
Q4_UbKAl4roB8k_0,4,C,920
Q4_UbKAl4roB8k_1,4,C,921
Q4_UbKAl4roB8k_2,4,C,922
Q4_UpHutdJvZMI_0,4,C,923
Q4_UpHutdJvZMI_1,4,C,924
Q4_UpHutdJvZMI_2,4,C,925
Q4_Ury1cdB79s0_0,4,C,926
Q4_Ury1cdB79s0_1,4,C,927
Q4_V3Y9L4UOcpk_0,4,C,928
Q4_V3Y9L4UOcpk_1,4,C,929
Q4_VCSDjQxAJzc_0,4,C,930
Q4_VCSDjQxAJzc_1,4,C,931
Q4_VCSDjQxAJzc_2,4,C,932
Q4_VXh4IaR5C6s_0,4,C,933
Q4_V_jbWvQNh5c_0,4,C,934
Q4_V_jbWvQNh5c_1,4,C,935
Q4_XC_SiJszQx0_0,4,C,936
Q4_XC_SiJszQx0_2,4,C,937
Q4_XPLYvpyfKUM_0,4,C,938
Q4_XPLYvpyfKUM_1,4,C,939
Q4_XWk5XUEBXmg_0,4,C,940
Q4_XWk5XUEBXmg_1,4,C,941
Q4_Xf2fox7zhCQ_0,4,C,942
Q4_Xf2fox7zhCQ_1,4,C,943
Q4_Xf2fox7zhCQ_2,4,C,944
Q4_Xlv4PPGrRRs_0,4,C,945
Q4_Xlv4PPGrRRs_1,4,C,946
Q4_Y1F0c3zgMJo_0,4,C,947
Q4_Y1F0c3zgMJo_1,4,C,948
Q4_YAAxPW1GB7w_0,4,C,949
Q4_YAAxPW1GB7w_1,4,C,950
Q4_YhXRyOl5pi0_0,4,C,951
Q4__BK2o77sTc0_2,4,C,952
Q4_a5QCcwEjxAk_0,4,C,953
Q4_a5QCcwEjxAk_1,4,C,954
Q4_aQ4PIaRMLwE_0,4,C,955
Q4_aQ4PIaRMLwE_1,4,C,956
Q4_aQ4PIaRMLwE_2,4,C,957
Q4_bfopzItCYrE_2,4,C,958
Q4_biROWEwkDQQ_0,4,C,959
Q4_biROWEwkDQQ_1,4,C,960
Q4_biROWEwkDQQ_2,4,C,961
Q4_cXxGBDgFCs8_0,4,C,962
Q4_cXxGBDgFCs8_1,4,C,963
Q4_cXxGBDgFCs8_2,4,C,964
Q4_d_49EtXDMFE_0,4,C,965
Q4_d_49EtXDMFE_1,4,C,966
Q4_d_49EtXDMFE_2,4,C,967
Q4_e838BE_MH6s_0,4,C,968
Q4_egYSmNuIFGk_0,4,C,969
Q4_f2b4kpdw7_c_0,4,C,970
Q4_f2b4kpdw7_c_1,4,C,971
Q4_fOYX0uH8mSQ_0,4,C,972
Q4_fShAWhXIits_0,4,C,973
Q4_fShAWhXIits_1,4,C,974
Q4_g15aRCHUJEI_0,4,C,975
Q4_g15aRCHUJEI_1,4,C,976
Q4_g15aRCHUJEI_2,4,C,977
Q4_gwmVjvR-sVs_2,4,C,978
Q4_gxsdWKc1QaM_0,4,C,979
Q4_heBmBQDWj-M_0,4,C,980
Q4_heBmBQDWj-M_1,4,C,981
Q4_heBmBQDWj-M_2,4,C,982
Q4_hoPp_GLXQis_0,4,C,983
Q4_hoPp_GLXQis_1,4,C,984
Q4_iGHgeUCPotc_0,4,C,985
Q4_iHPKusssXzk_0,4,C,986
Q4_iHPKusssXzk_1,4,C,987
Q4_iHPKusssXzk_2,4,C,988
Q4_iXiSFSGws-c_0,4,C,989
Q4_iXiSFSGws-c_1,4,C,990
Q4_iXiSFSGws-c_2,4,C,991
Q4_j8Ir-ssM-AA_0,4,C,992
Q4_j8Ir-ssM-AA_1,4,C,993
Q4_jCLgDtk695I_0,4,C,994
Q4_jCLgDtk695I_1,4,C,995
Q4_jCLgDtk695I_2,4,C,996
Q4_jCLgDtk695I_3,4,C,997
Q4_jCLgDtk695I_4,4,C,998
Q4_jNzZCplNNyY_0,4,C,999
Q4_jNzZCplNNyY_1,4,C,1000
Q4_jO2zX6Ul8GM_2,4,C,1001
Q4_jSWItJI-Gmk_0,4,C,1002
Q4_jSWItJI-Gmk_1,4,C,1003
Q4_k-FNDbK6Qhg_1,4,C,1004
Q4_k6aLLVX1D7Y_0,4,C,1005
Q4_k6aLLVX1D7Y_1,4,C,1006
Q4_k6aLLVX1D7Y_2,4,C,1007
Q4_kMHiU0fhWVw_0,4,C,1008
Q4_kMHiU0fhWVw_1,4,C,1009
Q4_kMHiU0fhWVw_2,4,C,1010
Q4_kMHiU0fhWVw_3,4,C,1011
Q4_kfYaGryaGzI_0,4,C,1012
Q4_kfYaGryaGzI_1,4,C,1013
Q4_lQCrA2TE-fo_0,4,C,1014
Q4_lQCrA2TE-fo_1,4,C,1015
Q4_lTxVVdhFE6Q_0,4,C,1016
Q4_lTxVVdhFE6Q_1,4,C,1017
Q4_ldCQ6N9G6Mk_0,4,C,1018
Q4_ldCQ6N9G6Mk_1,4,C,1019
Q4_ldCQ6N9G6Mk_5,4,C,1020
Q4_ltNK_MY1HkM_0,4,C,1021
Q4_ltNK_MY1HkM_1,4,C,1022
Q4_ltNK_MY1HkM_2,4,C,1023
Q4_ltxNPJda7zE_0,4,C,1024
Q4_ltxNPJda7zE_1,4,C,1025
Q4_ltxNPJda7zE_3,4,C,1026
Q4_ltxNPJda7zE_4,4,C,1027
Q4_lvfNo4KOTmM_0,4,C,1028
Q4_lvfNo4KOTmM_1,4,C,1029
Q4_mGYKWCVnMwQ_0,4,C,1030
Q4_mGYKWCVnMwQ_1,4,C,1031
Q4_nGkpcWNAxDU_0,4,C,1032
Q4_nGkpcWNAxDU_1,4,C,1033
Q4_nGkpcWNAxDU_2,4,C,1034
Q4_oTi57hZfArE_0,4,C,1035
Q4_oTi57hZfArE_1,4,C,1036
Q4_oTi57hZfArE_2,4,C,1037
Q4_pRuwHN-lI44_0,4,C,1038
Q4_pRuwHN-lI44_1,4,C,1039
Q4_pRuwHN-lI44_2,4,C,1040
Q4_pRuwHN-lI44_3,4,C,1041
Q4_pkz8OkWhwnk_0,4,C,1042
Q4_pkz8OkWhwnk_1,4,C,1043
Q4_prUUays30Mg_0,4,C,1044
Q4_prUUays30Mg_1,4,C,1045
Q4_pzeHffxmdcE_0,4,C,1046
Q4_q4T8Znozvkk_0,4,C,1047
Q4_qRceKZtwRWA_0,4,C,1048
Q4_rDhbGjFlKF8_0,4,C,1049
Q4_rDhbGjFlKF8_1,4,C,1050
Q4_rW1I58_lMEg_0,4,C,1051
Q4_rW1I58_lMEg_1,4,C,1052
Q4_rW1I58_lMEg_2,4,C,1053
Q4_rW1I58_lMEg_3,4,C,1054
Q4_r_sD61KeUQU_0,4,C,1055
Q4_sA9ac1rod84_0,4,C,1056
Q4_sA9ac1rod84_1,4,C,1057
Q4_uUtnyA6tLnI_0,4,C,1058
Q4_u_7b9CwyM8Q_0,4,C,1059
Q4_u_7b9CwyM8Q_1,4,C,1060
Q4_v3Nl5rUxLqE_0,4,C,1061
Q4_v3Nl5rUxLqE_1,4,C,1062
Q4_vBHoSz8cJIE_0,4,C,1063
Q4_vBHoSz8cJIE_1,4,C,1064
Q4_vBHoSz8cJIE_2,4,C,1065
Q4_vBHoSz8cJIE_3,4,C,1066
Q4_vBHoSz8cJIE_4,4,C,1067
Q4_vJ77eDxHezE_0,4,C,1068
Q4_vJ77eDxHezE_1,4,C,1069
Q4_vpTguZtJAFA_0,4,C,1070
Q4_vpTguZtJAFA_1,4,C,1071
Q4_vpTguZtJAFA_2,4,C,1072
Q4_wzSr6qR3Ra0_0,4,C,1073
Q4_xgtwQGeB6_0_0,4,C,1074
Q4_xrhWli_R98g_0,4,C,1075
Q4_xrhWli_R98g_2,4,C,1076
Q4_yC0fAQxGgr0_0,4,C,1077
Q4_yC0fAQxGgr0_1,4,C,1078
